Date,Day,Open,High,Low,Close,utPrice,utOpen,utHigh,utLow,twiiOpen,twiiHigh,twiiLow,twiiClose,tjPrice,tjOpen,tjHigh,tjLow,tnxOpen,tnxHigh,tnxLow,tnxClose,spyOpen,spyHigh,spyLow,spyClose,shcompOpen,shcompHigh,shcompLow,shcompClose,2330Open,2330High,2330Low,2330Close,nasdaqOpen,nasdaqHigh,nasdaqLow,nasdaqClose,n225Open,n225High,n225Low,n225Close,hsiOpen,hsiHigh,hsiLow,hsiClose,hsceOpen,hsceHigh,hsceLow,hsceClose,dowOpen,dowHigh,dowLow,dowClose,daxOpen,daxHigh,daxLow,daxClose,cacOpen,cacHigh,cacLow,cacClose,spyVolume,2330Volume,nasdaqVolume,n225Volume,hsiVolume,dowVolume,daxVolume,utChange %,tjChange %,tw_holiday,twii_holiday,tnx_holiday,spy_holiday,shcomp_holiday,s2330_holiday,nasdaq_holiday,n225_holiday,hsi_holiday,hsce_holiday,dow_holiday,dax_holiday,cac_holiday
2002/10/17,4,4165,4286,4144,4266,34.88,34.95,34.98,34.75,4182.8,4298.5,4177.34,4280.81,3.59,3.56,3.593,3.554,4.141,4.182,4.109,4.136,860.02,885.35,860.02,879.2,1537.965,1538.794,1511.398,1513.097,33.089,33.861,32.857,19.734,1272.26,1283.21,1263.46,1272.29,8894.13,9038.43,8894.13,8959.88,9465.61,9598.49,9465.61,9576.15,1820.75,1878.38,1820.75,1874.42,8038.31,8318.45,8038.24,8275.04,3021.74,3187.27,3018.09,3172.46,3117.21,3208.08,3116.68,3183.08,1780390000,1.14E+11,1822740000,36200,268242600,390240000,118855400,-0.09,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0
2002/10/18,5,4310,4436,4297,4400,34.86,34.81,34.97,34.74,4373.17,4465.99,4360.66,4458.17,3.593,3.586,3.599,3.577,4.122,4.254,4.108,4.134,879.2,886.68,866.58,884.39,1511.177,1523.831,1500.543,1519.539,35.017,35.865,34.4,21.095,1270.13,1288.08,1253.44,1287.86,9055.93,9134.8,9055.93,9086.13,9741.05,9744.64,9603.73,9613.07,1898.58,1905.97,1862.07,1871.03,8287.72,8331.56,8147.2,8322.4,3172.34,3226.25,3083.46,3163.67,3235.28,3236.15,3087.55,3156.99,1423100000,1.94E+11,1665970000,47500,426663600,319260000,107921600,-0.06,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0
2002/10/21,1,4350,4418,4350,4360,34.85,34.87,34.96,34.8,4446.1,4489.63,4418.65,4463.52,3.58,3.591,3.598,3.565,4.117,4.24,4.101,4.221,884.39,900.69,873.06,899.72,1519.205,1525.256,1512.327,1524.925,35.634,35.634,34.708,20.642,1276.76,1312.53,1267.76,1309.67,9108.51,9116.52,8948.33,8978.41,9593.65,9641.08,9549.09,9570.36,1874.68,1874.68,1845.52,1852.25,8320.74,8547.83,8230.5,8538.24,3151.94,3282.67,3096.12,3282.67,3140.43,3175.62,3110.06,3156.93,1447000000,94279105249,1572970000,36100,186206800,311250000,69383300,-0.03,-0.36,0,0,0,0,0,0,0,0,0,0,0,0,0
2002/10/22,2,4410,4438,4287,4292,34.87,34.8,34.97,34.8,4512.82,4536.91,4361.05,4386.46,3.584,3.578,3.593,3.573,4.21,4.269,4.203,4.252,899.72,899.72,882.4,890.16,1525.08,1553.865,1525.065,1548.104,35.171,35.48,32.857,19.734,1285.54,1307.6,1280.66,1292.8,8969.51,8969.51,8689.39,8689.39,9633.51,9656.9,9507.99,9548.94,1863.37,1869.83,1827.12,1842.21,8534.08,8534.08,8376.15,8450.16,3269.8,3299.01,3141.6,3155.97,3162.64,3228.35,3114.13,3121.01,1549200000,1.37E+11,1723340000,44500,195717200,294820000,94149300,0.06,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002/10/23,3,4314,4592,4275,4592,34.7,34.82,34.96,34.65,4382.6,4593.4,4352.32,4589.88,3.582,3.583,3.589,3.558,4.21,4.249,4.155,4.236,890.16,896.14,873.82,896.14,1549.766,1550.088,1539.476,1548.965,32.78,35.094,32.163,20.415,1288.24,1320.25,1279.46,1320.23,8623.87,8758.67,8499.49,8714.52,9545.66,9809.51,9545.66,9804.65,1838.25,1888.43,1838.25,1886.31,8448.56,8494.76,8294.38,8494.27,3164.58,3232.98,2983.64,3015.42,3147.19,3164.64,2992.23,2992.23,1593900000,2.07E+11,1598320000,51600,398447800,332100000,110268200,-0.49,-0.03,0,0,0,0,0,0,0,0,0,0,0,0,0
2002/10/24,4,4563,4594,4485,4543,34.75,34.71,34.85,34.7,4611.42,4633.09,4542.33,4574.8,3.575,3.582,3.588,3.562,4.217,4.273,4.137,4.142,896.14,902.94,879,882.5,1549.785,1550.431,1535.9,1536.52,35.326,35.326,34.4,20.415,1325.08,1330.99,1296.54,1298.71,8724.7,8735.62,8549.48,8614.3,9774.78,9803.3,9712.9,9787.49,1892.4,1896.78,1862.28,1872.19,8495.38,8558.63,8277.87,8317.34,3027.36,3129.57,3020.05,3090.01,3046.84,3103.97,3015.87,3075.13,1700570000,1.24E+11,1944060000,44800,300341400,303020000,103431300,0.14,-0.21,0,0,0,0,0,0,0,0,0,0,0,0,0
2002/10/25,5,4500,4576,4461,4520,34.75,34.74,34.82,34.7,4537.74,4604.17,4516.07,4564.06,3.573,3.575,3.582,3.551,4.141,4.143,4.077,4.095,882.5,897.71,877.03,897.65,1535.796,1542.592,1517.415,1520.313,34.708,35.788,34.4,20.869,1297.33,1331.33,1297.17,1331.13,8612.57,8758.75,8612.57,8726.29,9715.67,9728.56,9655,9722.54,1871.15,1873.48,1856.3,1868.42,8317.48,8445.3,8258.52,8443.99,3089.71,3119.71,3018.74,3102.01,3026.23,3087.8,3011.76,3056.88,1340400000,1.26E+11,1470040000,40400,201148600,242650000,89052300,0,-0.04,0,0,0,0,0,0,0,0,0,0,0,0,0
2002/10/28,1,4570,4631,4536,4539,34.84,34.74,34.94,34.7,4630.84,4682.94,4601.37,4601.37,3.542,3.568,3.584,3.536,4.07,4.089,4.054,4.084,897.65,907.44,886.15,890.23,1518.086,1518.601,1500.007,1502.716,36.56,36.714,35.865,21.141,1345.72,1346.21,1310.63,1315.83,8680.06,8757.51,8557.93,8757.51,9732.6,9860.87,9730,9853.74,1877.75,1893.52,1868.76,1886.92,8448.98,8531.45,8325.45,8368.04,3105.29,3235.66,3105.29,3198.96,3143.66,3165.38,3106.77,3120.85,1382600000,1.31E+11,1636190000,36600,208841600,290400000,79952400,0.26,-0.87,0,0,0,0,0,0,0,0,0,0,0,0,0
2002/10/29,2,4510,4550,4492,4521,34.77,34.79,34.86,34.71,4603.36,4619.72,4541.27,4554.13,3.538,3.541,3.554,3.512,4.057,4.06,3.886,3.934,890.23,890.64,867.91,882.15,1501.381,1511.765,1488.679,1510.882,35.943,36.174,35.48,21.231,1313.14,1318.93,1279.19,1300.54,8715.74,8785.44,8678.25,8708.76,9799.87,9812.15,9626.99,9634.67,1885,1887.19,1817.66,1819.36,8367.28,8399.74,8198.04,8368.94,3188.72,3188.72,3010.74,3022.01,3091.9,3129.35,2962.44,2965.11,1529700000,59101291295,1598410000,39100,198923400,287600000,97577200,-0.2,-0.12,0,0,0,0,0,0,0,0,0,0,0,0,0
2002/10/30,3,4501,4568,4405,4440,34.76,34.72,34.89,34.65,4537.86,4594.2,4448.03,4498.73,3.532,3.537,3.54,3.518,3.98,3.999,3.914,3.966,882.15,895.28,879.19,890.71,1511.112,1513.461,1498.448,1509.707,35.326,35.712,34.4,20.642,1307.49,1334.63,1300.55,1326.73,8631.41,8842.78,8615.3,8756.59,9605.64,9652.15,9546.58,9560.46,1827.74,1846.35,1824.19,1836.98,8363.95,8459.31,8307.42,8427.41,3024.9,3140.39,2999.6,3113.59,3015.65,3095.45,2968.75,3084.22,1422300000,74077741521,1675530000,44400,212661200,290370000,87747100,-0.03,-0.17,0,0,0,0,0,0,0,0,0,0,0,0,0
2002/10/31,4,4484,4580,4469,4549,34.7,34.71,34.81,34.65,4547.13,4605.44,4540.87,4579.14,3.525,3.531,3.539,3.517,3.965,3.998,3.893,3.911,890.71,898.83,879.75,885.76,1510.03,1521.871,1505.999,1507.496,35.788,36.174,35.557,21.095,1330.73,1347.58,1323.09,1329.75,8830.71,8830.71,8576.7,8640.48,9609.16,9625.72,9418.88,9441.25,1853.86,1858.52,1819.39,1830.95,8427.34,8493.92,8336.34,8397.03,3115.76,3216.27,3086.62,3152.85,3081.96,3162.96,3056.66,3150.04,1641300000,72249823135,1761680000,48300,174789400,291380000,101203400,-0.17,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
2002/11/1,5,4558,4559,4425,4466,34.7,34.65,34.81,34.65,4596.69,4626.29,4486.34,4500.55,3.51,3.523,3.532,3.494,3.909,4.029,3.904,3.977,885.76,903.42,877.71,900.96,1507.383,1511.095,1498.213,1510.76,35.788,35.865,34.708,20.415,1320.95,1360.83,1313.72,1360.7,8651.67,8698.19,8571.43,8685.72,9467.89,9495.15,9388.35,9407.68,1832.68,1835.18,1817.67,1831.42,8395.64,8542.27,8309.5,8517.64,3152.19,3174.01,3056.22,3165.16,3125.2,3132.24,3035.23,3109.51,1450400000,56491853768,1842870000,41600,199148800,281290000,66650200,0,-0.4,0,0,0,0,0,0,0,1,0,0,0,0,0
2002/11/4,1,4586,4640,4516,4595,34.6,34.7,34.77,34.55,4599.48,4625.44,4546.76,4583.68,3.523,3.51,3.534,3.504,4.038,4.09,4.034,4.045,900.96,924.58,900.96,908.35,1516.22,1532.226,1515.072,1531.842,35.865,36.637,35.788,21.322,1394.57,1420.03,1388.68,1396.54,8651.67,8698.19,8571.43,8685.72,9587.97,9739.13,9565.79,9720.83,1844.95,1867.86,1844.95,1863.6,8521.6,8730.64,8521.6,8571.6,3167.49,3330.94,3167.49,3327.94,3168.3,3218.67,3159.48,3218.67,1645900000,88400978813,2372480000,41600,213267400,336230000,89082800,-0.29,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0
2002/11/5,2,4605,4608,4512,4548,34.53,34.55,34.67,34.48,4631.71,4631.71,4552.94,4566.1,3.52,3.522,3.53,3.505,4.079,4.112,4.047,4.081,908.35,915.83,904.91,915.39,1533.81,1565.227,1532.288,1558.239,37.408,37.563,36.791,21.64,1386.87,1401.37,1379.33,1401.17,8790.66,8995.51,8790.57,8937.56,9751.93,9751.93,9606.68,9655.36,1867.83,1872.27,1850.69,1860.88,8568.76,8691.38,8544.42,8678.27,3318.17,3395.53,3268.13,3351.32,3197.56,3264.07,3175.8,3247.39,1354100000,1.24E+11,1704780000,52800,193967000,252030000,84102900,-0.2,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002/11/6,3,4568,4750,4532,4720,34.59,34.48,34.72,34.2,4584.38,4732.57,4552.98,4725.34,3.515,3.519,3.538,3.506,4.131,4.14,3.955,4.035,915.39,925.66,905,923.76,1558.914,1559.225,1548.728,1552.561,36.791,39.336,36.406,23.137,1408.22,1419.04,1386.52,1418.99,8955.83,9100.68,8914.09,8953.29,9788.31,9822.07,9751.68,9773.98,1864.01,1871.23,1847.77,1852,8677.17,8800,8590.19,8771.01,3356.06,3443.49,3280.9,3298.84,3310.44,3310.44,3194.08,3212.86,1674000000,2.04E+11,2189420000,52300,254543000,321670000,115004300,0.17,-0.14,0,0,0,0,0,0,0,0,0,0,0,0,0
2002/11/7,4,4717,4773,4693,4748,34.5,34.54,34.64,34.45,4757.36,4799.61,4737.36,4757.98,3.503,3.511,3.526,3.5,3.966,3.973,3.863,3.882,923.76,923.76,898.68,902.65,1554.043,1559.821,1546.265,1554.237,40.108,40.493,38.951,23.364,1397.54,1400.08,1371.47,1376.71,8911.67,8955.7,8854.44,8920.44,9758.66,9880.13,9719.64,9844.38,1846.88,1863.67,1846.88,1859.96,8766.08,8766.22,8549.82,8586.24,3298.51,3334.51,3130.44,3155.66,3241.12,3249.72,3104.17,3111.72,1466900000,1.52E+11,1758820000,52400,335469600,328020000,107431200,-0.26,-0.35,0,0,0,0,0,0,0,0,0,0,0,0,0
2002/11/8,5,4699,4794,4688,4783,34.41,34.45,34.54,34.36,4705.27,4811.01,4705.27,4811.01,3.472,3.502,3.515,3.464,3.861,3.878,3.82,3.852,902.65,910.11,891.62,894.74,1569.999,1573.104,1517.391,1522.187,38.565,39.336,38.565,23.137,1376.37,1389.77,1354.28,1359.28,8824.46,8824.46,8657.18,8690.77,9714.19,9796.47,9708.19,9770.68,1858.42,1901.75,1855.52,1891.15,8585.75,8668.91,8498.92,8537.13,3157.91,3174.39,3072.81,3079.1,3084.21,3134.27,3043.1,3058.18,1446500000,1.08E+11,1603460000,46500,313337800,250130000,94702300,-0.26,-0.87,0,0,0,0,0,0,0,0,0,0,0,0,0
2002/11/11,1,4735,4749,4656,4680,34.32,34.36,34.46,34.27,4790.94,4794.74,4664.65,4664.65,3.476,3.471,3.486,3.46,3.852,3.852,3.852,3.852,894.74,894.74,874.63,876.19,1519.603,1526.132,1501.989,1504.403,38.565,38.565,36.714,21.64,1355.1,1355.1,1319.07,1319.19,8619.74,8619.74,8430.5,8460.37,9699.75,9699.75,9527.83,9580.88,1894.89,1900.11,1870.16,1885.99,8535.81,8535.88,8349.53,8358.95,3076.25,3076.25,3005.43,3042.06,3035.84,3071.5,3002.65,3053.7,1113000000,91990717302,1267420000,46000,264728400,213540000,69092700,-0.26,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0
2002/11/12,2,4626,4693,4608,4673,34.47,34.38,34.54,34.27,4603.62,4688.42,4603.62,4676.47,3.464,3.476,3.484,3.451,3.8,3.859,3.775,3.851,876.19,894.3,876.19,882.95,1504.576,1517.717,1481.161,1485.913,35.094,36.174,35.094,21.231,1328.08,1367.97,1328.08,1349.56,8402.56,8526.88,8380.46,8464.77,9530.46,9650.09,9522.45,9613.84,1885.62,1886.85,1865.89,1872.45,8356.73,8504.67,8356.73,8386,3040.14,3129.66,3024.97,3115.88,3042.84,3093.12,3027.92,3064.64,1377100000,95338539103,1559650000,49900,228389400,275330000,94912700,0.44,-0.36,0,0,0,0,0,0,0,0,0,0,0,0,0
2002/11/13,3,4670,4691,4613,4657,34.52,34.42,34.68,34.42,4697.5,4724.59,4634.97,4671.77,3.47,3.462,3.477,3.45,3.856,3.905,3.822,3.838,882.95,892.51,872.05,882.53,1483.712,1491.236,1461.26,1490.464,36.097,36.251,35.094,21.231,1342.22,1371.74,1334.13,1361.33,8505.93,8505.93,8389.36,8438.52,9645.88,9645.88,9533.5,9616.62,1874.98,1875.97,1858.18,1864.37,8380.32,8493.51,8298.68,8398.49,3096.7,3121.32,2987.85,3066.42,3048.25,3061.89,2979.43,3034.81,1463400000,72543364228,1901380000,47400,200873600,301160000,93476800,0.15,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0
2002/11/14,4,4668,4729,4650,4662,34.64,34.47,34.78,34.47,4700.53,4740.71,4665.56,4665.56,3.469,3.469,3.475,3.444,3.867,4.025,3.865,4.021,882.53,904.27,882.53,904.27,1488.914,1489.14,1459.709,1460.795,36.097,36.637,35.788,21.05,1378.94,1411.63,1378.94,1411.52,8428.59,8501.36,8303.39,8303.39,9644.21,9806.08,9644.21,9740.84,1866.61,1874.62,1857.15,1861.49,8403.69,8545.11,8403.69,8542.13,3063.3,3191.67,3035.72,3188.39,3023.07,3152.04,2996.48,3148.6,1519000000,57321653441,1756210000,51700,345678000,267380000,99614000,0.35,-0.03,0,0,0,0,0,0,0,0,0,0,0,0,0
2002/11/15,5,4765,4825,4742,4815,34.61,34.59,34.75,34.56,4770.02,4828.28,4767.07,4813.53,3.472,3.468,3.486,3.464,4.094,4.137,4.038,4.051,904.27,910.21,895.35,909.83,1455.98,1481.22,1451.392,1463.691,38.026,38.026,36.791,21.957,1396.11,1413.53,1386.14,1411.14,8402.26,8517.25,8399.68,8503.59,9721.86,9885.98,9721.86,9865.65,1871.78,1887.39,1865.73,1887.1,8535.64,8583.95,8460.77,8579.09,3195.99,3232.07,3151.61,3191.76,3181.67,3199.19,3137.33,3162.39,1400100000,1.05E+11,1700890000,52500,424897800,290040000,88536500,-0.09,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0
2002/11/18,1,4810,4828,4784,4790,34.66,34.64,34.8,34.61,4828.44,4862.66,4786.94,4790.61,3.483,3.47,3.491,3.462,4.068,4.071,4.014,4.019,909.83,915.91,899.48,900.36,1463.724,1468.325,1447.491,1451.29,37.331,37.794,36.714,21.867,1422.54,1425.42,1393.66,1393.69,8477.66,8479.78,8292.35,8346.01,9994.29,10006.07,9843.09,9920.09,1894.21,1896.44,1867.87,1880.06,8579.74,8636.24,8480.68,8486.57,3195.97,3262.08,3185.06,3218.36,3168.97,3233.61,3167.22,3208.47,1282600000,42476950686,1766300000,55000,250304400,232900000,70292100,0.14,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0
2002/11/19,2,4788,4799,4722,4740,34.68,34.61,34.83,34.61,4784.04,4799.19,4719.41,4726.5,3.513,3.482,3.522,3.471,3.972,4.008,3.939,3.98,900.36,905.45,893.09,896.74,1450.703,1464.763,1441.731,1462.174,37.022,37.254,36.714,21.594,1387.11,1394.93,1367.76,1374.51,8329.63,8413.59,8246.53,8365.26,9882.39,9996.89,9856.95,9965.03,1878.23,1889.51,1874.35,1880.07,8484.93,8546.84,8405.12,8474.78,3205.76,3221.98,3144.78,3206.93,3172.78,3189.14,3154.32,3177.23,1337400000,45870574874,1620330000,65000,236917600,263730000,65584300,0.06,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0
2002/11/20,3,4711,4739,4640,4661,34.77,34.63,34.915,34.63,4721.9,4736.66,4637.92,4653.5,3.519,3.514,3.521,3.5,3.961,4.087,3.937,4.075,896.74,915.01,894.93,914.15,1459.212,1459.212,1423.803,1425.843,35.943,36.328,35.403,20.914,1375.69,1419.64,1375.41,1419.35,8383.56,8533.01,8355.41,8459.62,9952.45,10011.53,9947.54,9971.15,1885.5,1888.73,1862.67,1868.73,8469.57,8643.03,8439.06,8623.01,3210.22,3224.78,3117.02,3212.99,3194.02,3209.22,3124.43,3153.5,1517300000,55682750390,1771370000,68700,189936400,299740000,76782600,0.26,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0
2002/11/21,4,4730,4743,4591,4631,34.7,34.72,34.895,34.65,4722.06,4724.63,4573.08,4579.45,3.525,3.516,3.533,3.501,4.074,4.19,4.074,4.143,914.15,935.13,914.15,933.76,1421.233,1421.233,1389.289,1390.629,36.328,36.637,35.788,21.277,1431.13,1468.72,1430.08,1467.55,8537.97,8683.3,8530.93,8668.06,10081.02,10081.02,9989.79,10003.54,1873.39,1884.82,1863.92,1866.71,8625.48,8856.57,8625.48,8845.15,3216.54,3304.83,3216.54,3304.63,3233.03,3290.8,3212.13,3290.17,2415100000,85523008893,2441730000,73400,214189400,399040000,106570700,-0.2,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0
2002/11/22,5,4725,4760,4701,4710,34.66,34.65,34.855,34.61,4694.52,4746.68,4689.09,4707.61,3.535,3.523,3.54,3.519,4.149,4.186,4.113,4.175,933.76,937.28,928.41,930.55,1392.574,1408.999,1375.539,1395.497,38.257,38.565,37.948,22.683,1453.05,1475.35,1449.5,1468.74,8758.22,8819.6,8715.94,8772.56,10112.51,10128.69,10038.01,10065.32,1876.56,1882.72,1867.84,1872.55,8842.41,8880.39,8801,8804.84,3302.68,3337.34,3278,3320.88,3298.35,3314.83,3265.45,3305.78,1626800000,1.84E+11,1960160000,68200,205486600,279420000,87634600,-0.12,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0
